audio,transcript,transcription
1082554792_471625_471652_38070,5 tam yüzdə 32 azn,5 tam yüzdə 32 azn
1013880018_471662_471667_36578,6 manat 92 qəpik, 6 manat 92 qəpik
892642911_471680_471686_38719,736 tam onda 7 manat,736 tam onda 7 manat
828296631_471688_471705_39159,7226 tam yüzdə 29 manat,7226 tam yüzdə 29 manat
828296631_471764_471778_36725,51 manat 86 qəpik,51 manat 86 qəpik
892642911_471776_471785_36195,8 dollar 5 sent,8 dollar 5 sent
1082554792_471806_471835_38956,5904 tam yüzdə 83 manat,5904 tam yüzdə 83 manat
2016758610_471831_471840_38312,3 tam yüzdə 56 manat,3 tam yüzdə 56 manat
1082554792_471874_471877_36997,708 manat 73 qəpik,708 manat 73 qəpik
1201653758_471894_471906_39231,5 yevro 59 sent,5 yevro 59 sent
809763511_467122_471944_38570,43 tam yüzdə 71 manat,43 tam yüzdə 71 manat
671891258_471961_471966_36382,10 dollar 44 sent,10 dollar 44 sent
828296631_471963_471979_38084,9 tam yüzdə 31 azn,9 tam yüzdə 31 azn
828296631_471995_472011_36823,38 manat 47 qəpik,38 manat 47 qəpik
1201653758_471951_472033_37799,9 nöqtə 74 manat,9 nöqtə 74 manat
828296631_472075_472087_38035,3 tam yüzdə 41 azn,3 tam yüzdə 41 azn
1297961140_472091_472098_37021,897 manat 9 qəpik,897 manat 9 qəpik
1297961140_472160_472169_38386,8 tam yüzdə 37 manat,8 tam yüzdə 37 manat
1201653758_472208_472216_38233,5 tam yüzdə 61 manat,5 tam yüzdə 61 manat
892642911_472268_472279_37560,8 nöqtə 41 azn,8 nöqtə 41 azn
671891258_472286_472292_36850,81 manat 36 qəpik,81 manat 36 qəpik
2016758610_472345_472360_38126,5 tam yüzdə 22 azn,5 tam yüzdə 22 azn
1297961140_472368_472373_37498,8 nöqtə 92 azn,8 nöqtə 92 azn
671891258_472372_472382_37351,6014 manat 1 qəpik,6014 manat 1 qəpik
1297961140_472376_472385_36478,8 manat 83 qəpik, 8 manat 83 qəpik
828296631_472383_472394_37107,470 manat 50 qəpik,470 manat 50 qəpik
892642911_472392_472404_36183,2 dollar 36 sent, 2 dollar 36 sent
671891258_472399_472411_36435,1 manat 91 qəpik, 1 manat 91 qəpik
892642911_472418_472439_38966,9559 tam onda 5 manat,9559 tam onda 5 manat
671891258_472438_472447_38495,15 tam yüzdə 13 manat,15 tam yüzdə 13 manat
828296631_472454_472466_37749,3 nöqtə 15 manat,3 nöqtə 15 manat
1082554792_472491_472500_37872,7 nöqtə 13 manat,7 nöqtə 13 manat
671891258_472494_472510_38673,624 tam yüzdə 68 manat,624 tam yüzdə 68 manat
1013880018_472559_472568_37737,10 nöqtə 10 manat,10 nöqtə 10 manat
671891258_472626_472632_36336,3 dollar 85 sent, 3 dollar 85 sent
809763511_472617_472645_36869,94 manat 1 qəpik,94 manat 1 qəpik
1297961140_472641_472649_38854,377 tam yüzdə 58 manat,377 tam yüzdə 58 manat
815993798_472657_472670_37139,124 manat 6 qəpik,124 manat 6 qəpik
809763511_472702_472714_37298,1453 manat 3 qəpik,1453 manat 3 qəpik
1297961140_472704_472717_37462,8 nöqtə 56 azn,8 nöqtə 56 azn
671891258_472726_472740_36677,33 manat 85 qəpik,33 manat 85 qəpik
809763511_472775_472781_37738,9 nöqtə 28 manat,9 nöqtə 28 manat
1201653758_472838_472845_36449,4 manat 90 qəpik, 4 manat 90 qəpik
1013880018_472882_472887_38618,65 tam yüzdə 35 manat,65 tam yüzdə 35 manat
1297961140_472917_472923_36170,7 dollar 69 sent,7 dollar 69 sent
892642911_472921_472927_38024,1 tam yüzdə 96 azn,1 tam yüzdə 96 azn
1297961140_472925_472931_38041,6 tam yüzdə 85 azn,60 tam yüzdə 85 azn
892642911_472959_472966_38654,31 tam yüzdə 25 manat,31 tam yüzdə 25 manat
314849420_472967_472984_39156,1381 tam yüzdə 70 manat,1381 tam yüzdə 70 manat
892642911_472976_472990_38950,3271 tam yüzdə 61 manat,3271 tam yüzdə 61 manat
1013880018_473010_473021_38116,4 tam yüzdə 19 azn, 4 tam yüzdə 19 azn
809763511_473011_473038_38944,3263 tam yüzdə 84 manat,3263 tam yüzdə 84 manat
809763511_473059_473070_37187,4874 manat 58 qəpik,4874 manat 58 qəpik
314849420_473066_473076_38373,9 tam yüzdə 82 manat,9 tam yüzdə 82 manat
809763511_473075_473085_38091,2 tam yüzdə 60 azn, 2 tam yüzdə 60 azn
809763511_473099_473110_37858,7 nöqtə 99 manat,7 nöqtə 99 manat
976055738_473096_473115_36334,4 dollar 55 sent, 4 dollar 55 sent
892642911_473127_473139_36732,99 manat 38 qəpik,99 manat 38 qəpik
314849420_473124_473145_38748,201 tam yüzdə 87 manat,201 tam yüzdə 87 manat
1013880018_473141_473177_39058,2239 tam yüzdə 93 manat,2239 tam yüzdə 93 manat
1013880018_473211_473224_36366,10 dollar 52 sent,10 dollar 52 sent
976055738_473233_473243_36269,6 dollar 12 sent,6 dollar 12 sent
815993798_473278_473287_36934,235 manat 45 qəpik, 235 manat 45 qəpik
1201653758_473392_473412_38185,5 tam yüzdə 39 manat,5 tam yüzdə 39 manat
671891258_473420_473431_38864,800 tam onda 8 manat,800 tam onda 8 manat
1013880018_473438_473464_39379,7 yevro 50 sent,7 yevro 50 sent
671891258_473458_473472_37878,7 nöqtə 5 manat,7 nöqtə 5 manat
892642911_473465_473481_37008,791 manat 82 qəpik,791 manat 82 qəpik
815993798_473486_473518_38544,84 tam yüzdə 67 manat,84 tam yüzdə 67 manat
2016758610_473559_473571_38096,1 tam yüzdə 13 azn,1 tam yüzdə 13 azn
1297961140_473562_473575_36301,3 dollar 61 sent, 3 dollar 61 sent
815993798_473587_473600_38809,937 tam yüzdə 10 manat,937 tam yüzdə 10 manat
809763511_473592_473602_36395,2 dollar 72 sent, 2 dollar 72 sent
671891258_473611_473631_39002,2915 tam yüzdə 50 manat,2915 tam yüzdə 50 manat
892642911_473614_473632_36210,4 dollar 89 sent, 4 dollar 89 sent
1082554792_473627_473645_38099,4 tam yüzdə 60 azn,4 tam yüzdə 60 azn
2016758610_473629_473642_38403,8 tam onda 8 manat,8 tam onda 8 manat
640339050_473618_473647_36798,99 manat 97 qəpik,99 manat 97 qəpik
2016758610_473649_473664_36899,47 manat 6 qəpik,47 manat 6 qəpik
815993798_473651_473668_37171,3921 manat 65 qəpik,3921 manat 65 qəpik
892642911_473682_473690_38272,8 tam onda 5 manat,8 tam onda 5 manat
1082554792_473648_473724_38878,277 tam yüzdə 81 manat,277 tam yüzdə 81 manat
809763511_473750_473773_37379,6674 manat 4 qəpik,6674 manat 4 qəpik
809763511_473792_473812_38125,2 tam yüzdə 54 azn,2 tam yüzdə 54 azn
1201653758_473813_473834_36354,2 dollar 79 sent,2 dollar 79 sent
815993798_473850_473866_38343,7 tam yüzdə 50 manat,7 tam yüzdə 50 manat
1013880018_473849_473877_38243,2 tam yüzdə 52 manat,2 tam yüzdə 52 manat
1201653758_473874_473891_36608,8 manat 99 qəpik,8 manat 99 qəpik
671891258_473882_473895_36618,6 manat 11 qəpik,6 manat 11 qəpik
892642911_473886_473902_36794,16 manat 25 qəpik,16 manat 25 qəpik
809763511_473893_473914_38841,259 tam yüzdə 84 manat,259 tam yüzdə 84 manat
815993798_473936_473947_37794,6 nöqtə 71 manat,6 nöqtə 71 manat
892642911_473940_473958_38967,2530 tam yüzdə 16 manat,2530 tam yüzdə 16 manat
809763511_473956_473964_37602,1 nöqtə 35 azn,1 nöqtə 35 azn
976055738_473909_473966_39053,2752 tam yüzdə 54 manat,2752 tam yüzdə 54 manat
1297961140_473954_473969_38385,7 tam yüzdə 92 manat,7 tam yüzdə 92 manat
892642911_473986_473998_39060,9537 tam yüzdə 32 manat,9537 tam yüzdə 32 manat
815993798_474049_474062_39145,6864 tam yüzdə 41 manat,6864 tam yüzdə 41 manat
1013880018_474054_474063_37843,1 nöqtə 49 manat,1 nöqtə 49 manat
809763511_474069_474085_38545,40 tam yüzdə 90 manat,40 tam yüzdə 90 manat
640339050_474113_474131_36628,1 manat 19 qəpik,1 manat 19 qəpik
809763511_474127_474136_36574,4 manat 76 qəpik, 4 manat 76 qəpik
1082554792_474093_474141_37862,1 nöqtə 90 manat,1 nöqtə 90 manat
976055738_474166_474183_39399,5 yevro 93 sent,5 yevro 93 sent
809763511_474222_474239_38081,6 tam yüzdə 89 azn,6 tam yüzdə 89 azn
815993798_474292_474301_38617,17 tam yüzdə 20 manat,17 tam yüzdə 20 manat
1082554792_474320_474323_39178,6 yevro 48 sent, 6 yevro 48 sent
1297961140_474322_474332_38085,9 tam yüzdə 58 azn,9 tam yüzdə 58 azn
892642911_474350_474357_37715,10 nöqtə 45 manat,10 nöqtə 45 manat
2016758610_474351_474361_36955,518 manat 78 qəpik,518 manat 78 qəpik
815993798_474380_474398_36375,7 dollar 46 sent,7 dollar 46 sent
671891258_474386_474413_39020,5850 tam yüzdə 69 manat,5850 tam yüzdə 69 manat
640339050_474405_474437_38058,9 tam yüzdə 94 azn,9 tam yüzdə 94 azn
1082554792_474446_474459_39167,4 yevro 58 sent, 4 yevro 58 sent
713611046_474456_474486_39107,8537 tam yüzdə 19 manat,8537 tam yüzdə 19 manat
2016758610_474479_474493_36283,2 dollar 40 sent,2 dollar 40 sent
640339050_474470_474503_36304,1 dollar 89 sent,1 dollar 89 sent
314849420_474527_474542_39240,6 yevro 24 sent,6 yevro 24 sent
815993798_474574_474594_39113,8777 tam yüzdə 41 manat,8777 tam yüzdə 41 manat
640339050_474587_474608_36806,57 manat 3 qəpik,57 manat 3 qəpik
671891258_474600_474611_38275,3 tam yüzdə 15 manat, 3 tam yüzdə 15 manat
671891258_474615_474625_37049,208 manat 41 qəpik,208 manat 41 qəpik
892642911_474610_474626_38840,299 tam yüzdə 99 manat,299 tam yüzdə 99 manat
671891258_474628_474639_37518,3 nöqtə 3 azn, 3 nöqtə 3 azn
1082554792_474636_474646_38264,8 tam yüzdə 39 manat,8 tam yüzdə 39 manat
1297961140_474645_474655_38039,8 tam yüzdə 54 azn,8 tam yüzdə 54 azn
640339050_474632_474659_37962,9 tam yüzdə 76 azn,9 tam yüzdə 76 azn
713611046_474647_474671_38191,3 tam yüzdə 40 manat, 3 tam yüzdə 40 manat
426881765_474669_474702_38406,9 tam yüzdə 75 manat,9 tam yüzdə 75 manat
713611046_474694_474713_36940,908 manat 27 qəpik,908 manat 27 qəpik
2016758610_474701_474716_37307,5437 manat 93 qəpik,5437 manat 93 qəpik
1297961140_474736_474747_36905,62 manat 3 qəpik,62 manat 3 qəpik
892642911_474692_474758_36516,9 manat 50 qəpik, 9 manat 50 qəpik
815993798_474748_474770_38056,10 tam yüzdə 56 azn,10 tam yüzdə 56 azn
671891258_474761_474773_38204,3 tam yüzdə 73 manat,3 tam yüzdə 73 manat
713611046_474769_474787_36164,1 dollar 19 sent,1 dollar 19 sent
671891258_474778_474788_38616,15 tam yüzdə 50 manat,15 tam yüzdə 50 manat
1201653758_474804_474850_38187,8 tam yüzdə 95 manat,8 tam yüzdə 95 manat
815993798_474860_474874_38340,10 tam yüzdə 52 manat,10 tam yüzdə 52 manat
976055738_474868_474886_36438,9 manat 21 qəpik,9 manat 21 qəpik
2016758610_474911_474925_36591,1 manat 80 qəpik, 1 manat 80 qəpik
640339050_474926_474945_39119,2279 tam yüzdə 71 manat,2279 tam yüzdə 71 manat
2016758610_474975_474988_38268,8 tam yüzdə 65 manat,8 tam yüzdə 65 manat
2016758610_475011_475016_37550,9 nöqtə 73 azn,9 nöqtə 73 azn
640339050_475062_475086_39033,3369 tam yüzdə 85 manat,3369 tam yüzdə 85 manat
713611046_475138_475154_36693,73 manat 6 qəpik,73 manat 6 qəpik
1297961140_475168_475177_38295,4 tam yüzdə 30 manat, 4 tam yüzdə 30 manat
2016758610_475194_475204_37582,3 nöqtə 99 azn,3 nöqtə 99 azn
1082554792_475183_475211_37793,9 nöqtə 89 manat,9 nöqtə 89 manat
314849420_475201_475220_37200,1464 manat 50 qəpik,1464 manat 50 qəpik
713611046_475247_475265_38825,430 tam yüzdə 14 manat,430 tam yüzdə 14 manat
1297961140_475298_475306_37825,6 nöqtə 8 manat,6 nöqtə 8 manat
892642911_475362_475371_36799,85 manat 83 qəpik,85 manat 83 qəpik
892642911_475415_475438_36257,8 dollar 88 sent,8 dollar 88 sent
671891258_475460_475476_38623,16 tam yüzdə 58 manat,16 tam yüzdə 58 manat
1297961140_475466_475478_37500,6 nöqtə 98 azn,6 nöqtə 98 azn
671891258_475495_475505_36678,17 manat 5 qəpik,17 manat 5 qəpik
2016758610_475547_475552_37445,9 nöqtə 26 azn,9 nöqtə 26 azn
1297961140_475550_475562_38714,240 tam yüzdə 39 manat, 240 tam yüzdə 39 manat
713611046_475551_475566_38449,63 tam yüzdə 63 manat,63 tam yüzdə 63 manat
2016758610_475567_475575_38097,9 tam yüzdə 17 azn,9 tam yüzdə 17 azn
1201653758_475445_475585_37309,5590 manat 9 qəpik,5590 manat 9 qəpik
314849420_475583_475600_38777,210 tam yüzdə 57 manat,210 tam yüzdə 57 manat
671891258_475590_475604_38104,1 tam yüzdə 93 azn, 1 tam yüzdə 93 azn
976055738_475596_475619_37179,6275 manat 59 qəpik,6275 manat 59 qəpik
426881765_475611_475643_36759,50 manat 78 qəpik, 50 manat 78 qəpik
1201653758_475644_475651_37699,8 nöqtə 33 manat,8 nöqtə 33 manat
1009209372_475685_475692_37563,8 nöqtə 89 azn,8 nöqtə 89 azn
314849420_475757_475779_39131,6107 tam yüzdə 13 manat,6107 tam yüzdə 13 manat
2016758610_475775_475788_37881,8 nöqtə 7 manat,8 nöqtə 7 manat
314849420_475782_475797_39337,8 yevro 43 sent,8 yevro 43 sent
671891258_475849_475856_39189,4 yevro 20 sent, 4 yevro 20 sent
2016758610_475878_475890_38667,831 tam yüzdə 19 manat,831 tam yüzdə 19 manat
2016758610_475893_475903_37429,1 nöqtə 60 azn,1 nöqtə 60 azn
314849420_475953_475970_36712,45 manat 32 qəpik,45 manat 32 qəpik
892642911_475967_475979_37131,482 manat 46 qəpik,482 manat 46 qəpik
5196964268_476045_476055_38537,70 tam yüzdə 72 manat,70 tam yüzdə 72 manat
2016758610_476085_476096_39171,5 yevro 43 sent, 5 yevro 43 sent
1009209372_476099_476110_37899,10 nöqtə 43 manat,10 nöqtə 43 manat
671891258_476109_476118_36645,3 manat 48 qəpik, 3 manat 48 qəpik
1009209372_476135_476141_36944,903 manat 40 qəpik,903 manat 40 qəpik
1009209372_476163_476168_37344,6735 manat 86 qəpik,6735 manat 86 qəpik
1201653758_476162_476172_38119,3 tam yüzdə 60 azn, 3 tam yüzdə 60 azn
671891258_476177_476194_39038,9311 tam yüzdə 62 manat,9311 tam yüzdə 62 manat
892642911_476184_476196_38579,88 tam yüzdə 62 manat,88 tam yüzdə 62 manat
5196964268_476240_476258_39013,1075 tam yüzdə 70 manat,1075 tam yüzdə 70 manat
671891258_476270_476276_36308,7 dollar 7 sent,7 dollar 7 sent
1009209372_476272_476280_36861,93 manat 94 qəpik,93 manat 94 qəpik
976055738_476267_476292_37215,9594 manat 79 qəpik,9594 manat 79 qəpik
426881765_476268_476302_38258,1 tam yüzdə 65 manat, 1 tam yüzdə 65 manat
314849420_476452_476468_36674,24 manat 22 qəpik,24 manat 22 qəpik
892642911_476484_476486_39340,9 yevro 20 sent,9 yevro 20 sent
892642911_476518_476525_36199,2 dollar 42 sent,2 dollar 42 sent
1297961140_476554_476560_36226,6 dollar 86 sent,6 dollar 86 sent
426881765_476558_476596_38219,10 tam yüzdə 93 manat,10 tam yüzdə 93 manat
671891258_476597_476602_36377,7 dollar 50 sent, 7 dollar 50 sent
426881765_476644_476664_37817,2 nöqtə 99 manat,2 nöqtə 99 manat
2016758610_476669_476679_38905,382 tam yüzdə 71 manat,382 tam yüzdə 71 manat
1009209372_476718_476725_36260,8 dollar 31 sent, 8 dollar 31 sent
892642911_476726_476736_38549,62 tam yüzdə 67 manat,62 tam yüzdə 67 manat
2016758610_476732_476738_37002,324 manat 51 qəpik,324 manat 51 qəpik
671891258_476733_476739_37028,127 manat 11 qəpik,127 manat 11 qəpik
671891258_476755_476759_37448,10 nöqtə 13 azn,10 nöqtə 13 azn
2016758610_476782_476787_36440,3 manat 12 qəpik, 3 manat 12 qəpik
671891258_476789_476797_37121,703 manat 90 qəpik,703 manat 90 qəpik
5196964268_476795_476804_37301,6222 manat 62 qəpik,6222 manat 62 qəpik
426881765_476808_476834_37733,9 nöqtə 57 manat,9 nöqtə 57 manat
314849420_476746_476844_36355,7 dollar 37 sent,7 dollar 37 sent
2016758610_476877_476888_38350,8 tam yüzdə 31 manat,8 tam yüzdə 31 manat
2016758610_476914_476926_39233,9 yevro 43 sent,9 yevro 43 sent
2016758610_476962_476970_36975,757 manat 93 qəpik,757 manat 93 qəpik
2016758610_476972_476981_36445,3 manat 84 qəpik, 3 manat 84 qəpik
5196964268_476976_476989_38477,81 tam yüzdə 39 manat,81 tam yüzdə 39 manat
640339050_476999_477021_38057,5 tam yüzdə 29 azn,5 tam yüzdə 29 azn
426881765_477030_477059_39347,10 yevro 71 sent,10 yevro 71 sent
1201653758_477052_477064_38059,1 tam yüzdə 82 azn, 1 tam yüzdə 82 azn
671891258_477065_477078_37068,836 manat 22 qəpik,836 manat 22 qəpik
5196964268_477076_477084_37217,1330 manat 52 qəpik,1330 manat 52 qəpik
671891258_477106_477114_37776,8 nöqtə 38 manat,8 nöqtə 38 manat
314849420_477101_477118_37083,797 manat 28 qəpik,797 manat 28 qəpik
713611046_477160_477176_37802,5 nöqtə 11 manat,5 nöqtə 11 manat
1297961140_477167_477178_39170,5 yevro 88 sent, 5 yevro 88 sent
713611046_477181_477211_37173,6920 manat 48 qəpik,6920 manat 48 qəpik
426881765_477191_477223_36749,48 manat 91 qəpik,48 manat 91 qəpik
713611046_477231_477245_37458,4 nöqtə 61 azn,4 nöqtə 61 azn
671891258_477239_477255_38815,179 tam yüzdə 56 manat,179 tam yüzdə 56 manat
2016758610_477243_477262_37374,9246 manat 21 qəpik,9246 manat 21 qəpik
314849420_477293_477307_38130,3 tam yüzdə 45 azn,3 tam yüzdə 45 azn
5196964268_477363_477387_36958,760 manat 25 qəpik,760 manat 25 qəpik
713611046_477374_477394_36810,71 manat 69 qəpik,71 manat 69 qəpik
426881765_477405_477437_36200,9 dollar 51 sent,9 dollar 51 sent
314849420_477443_477460_38554,60 tam yüzdə 10 manat,60 tam yüzdə 10 manat
2016758610_477496_477508_37548,9 nöqtə 51 azn,9 nöqtə 51 azn
1009209372_477514_477519_38017,7 tam yüzdə 91 azn,7 tam yüzdə 91 manat
713611046_477518_477552_38979,2926 tam yüzdə 98 manat,2926 tam yüzdə 98 manat
809763511_477595_477606_36305,3 dollar 17 sent,3 dollar 17 sent
640339050_477587_477608_37726,1 nöqtə 51 manat,1 nöqtə 51 manat
1009209372_477635_477645_37042,265 manat 44 qəpik,265 manat 44 qəpik
1201653758_477709_477726_38578,19 tam yüzdə 61 manat,19 tam yüzdə 61 manat
2016758610_477745_477760_39185,6 yevro 59 sent, 6 yevro 59 sent
1347919237_477740_477761_36511,3 manat 89 qəpik, 3 manat 89 qəpik
1082554792_477768_477777_38512,85 tam yüzdə 37 manat,85 tam yüzdə 37 manat
671891258_477806_477817_36232,7 dollar 11 sent, 7 dollar 11 sent
426881765_477788_477824_37048,300 manat 48 qəpik, 300 manat 48 qəpik
1082554792_477813_477836_36930,704 manat 91 qəpik,704 manat 91 qəpik
426881765_477826_477848_37677,6 nöqtə 10 manat,6 nöqtə 10 manat
1201653758_477884_477894_38007,8 tam yüzdə 56 azn, 8 tam yüzdə 56 azn
1347919237_477910_477926_36557,7 manat 95 qəpik,7 manat 95 qəpik
5196964268_477924_477936_36993,424 manat 89 qəpik,424 manat 89 qəpik
713611046_477972_477991_39186,1 yevro 52 sent,1 yevro 52 sent
671891258_478014_478025_37126,109 manat 91 qəpik,109 manat 91 qəpik
5196964268_478026_478042_38094,4 tam yüzdə 23 azn, 4 tam yüzdə 23 azn
5196964268_478048_478055_37718,4 nöqtə 69 manat,4 nöqtə 69 manat
809763511_478050_478063_37938,5 tam yüzdə 61 azn,5 tam yüzdə 61 azn
671891258_478061_478068_38726,421 tam yüzdə 62 manat,421 tam yüzdə 62 manat
1201653758_477946_478074_38308,5 tam yüzdə 34 manat,5 tam yüzdə 34 manat
809763511_478066_478085_39051,8876 tam yüzdə 18 manat,8876 tam yüzdə 18 manat
1347919237_478092_478113_36543,10 manat 31 qəpik,10 manat 31 qəpik
809763511_478153_478167_37041,961 manat 92 qəpik,961 manat 92 qəpik
1347919237_478220_478239_37195,2085 manat 71 qəpik,2085 manat 71 qəpik
314849420_478207_478251_37006,513 manat 35 qəpik,513 manat 35 qəpik
5196964268_478266_478278_39273,9 yevro 32 sent,9 yevro 32 sent
713611046_478255_478280_36700,23 manat 87 qəpik,23 manat 87 qəpik
1347919237_478273_478295_36817,58 manat 88 qəpik,58 manat 88 qəpik
1347919237_478356_478371_37754,4 nöqtə 84 manat,4 nöqtə 84 manat
5196964268_478370_478380_39079,4038 tam yüzdə 31 manat,4038 tam yüzdə 31 manat
1082554792_478389_478404_37856,2 nöqtə 89 manat,2 nöqtə 89 manat
314849420_478414_478428_37797,4 nöqtə 83 manat,4 nöqtə 83 manat
2016758610_478419_478430_38674,831 tam yüzdə 49 manat,831 tam yüzdə 49 manat
713611046_478420_478435_39245,4 yevro 35 sent, 4 yevro 35 sent
640339050_478425_478444_37840,10 nöqtə 35 manat,10 nöqtə 35 manat
1201653758_478463_478474_37533,2 nöqtə 33 azn,2 nöqtə 33 azn
1347919237_478628_478644_38542,54 tam yüzdə 43 manat,54 tam yüzdə 43 manat
2016758610_478637_478648_36788,100 manat 45 qəpik,100 manat 45 qəpik
1347919237_478647_478661_39242,7 yevro 11 sent,7 yevro 11 sent
1201653758_478667_478686_39004,9659 tam yüzdə 11 manat,9659 tam yüzdə 11 manat
640339050_478669_478687_37423,10 nöqtə 31 azn,10 nöqtə 31 azn
5196964268_478699_478717_37198,4105 manat 70 qəpik,4105 manat 70 qəpik
2016758610_478707_478720_39073,5328 tam yüzdə 51 manat,5328 tam yüzdə 51 manat
1347919237_478724_478744_39117,7989 tam yüzdə 92 manat,7989 tam yüzdə 92 manat
5196964268_478729_478746_38954,4735 tam yüzdə 84 manat,4735 tam yüzdə 84 manat
713611046_478761_478778_38038,1 tam onda 7 azn, 1 tam onda 7 azn
2016758610_478897_478909_37056,573 manat 77 qəpik,573 manat 77 qəpik
1201653758_478917_478928_36237,3 dollar 4 sent, 3 dollar 4 sent
671891258_478926_478931_36374,8 dollar 28 sent, 8 dollar 28 sent
640339050_478981_478991_36542,1 manat 78 qəpik,1 manat 78 qəpik
671891258_479013_479021_38818,195 tam yüzdə 23 manat,195 tam yüzdə 23 manat
1201653758_479049_479062_36556,2 manat 84 qəpik, 2 manat 84 qəpik
640339050_479046_479063_37247,9904 manat 39 qəpik,9904 manat 39 qəpik
671891258_479077_479082_38178,4 tam onda 8 manat, 4 tam onda 8 manat
809763511_479081_479096_39368,5 yevro 80 sent, 5 yevro 80 sent
1082554792_479135_479146_37488,9 nöqtə 83 azn,9 nöqtə 83 azn
809763511_479154_479167_38727,805 tam yüzdə 67 manat,805 tam yüzdə 67 manat
671891258_479199_479207_38858,391 tam yüzdə 92 manat,391 tam yüzdə 92 manat
809763511_479229_479234_37085,336 manat 70 qəpik,336 manat 70 qəpik
671891258_479269_479276_36684,35 manat 36 qəpik,35 manat 36 qəpik
1201653758_479246_479314_37040,962 manat 22 qəpik,962 manat 22 qəpik
809763511_479373_479383_37461,6 nöqtə 76 azn,6 nöqtə 76 azn
1082554792_479392_479406_38823,272 tam yüzdə 98 manat,272 tam yüzdə 98 manat
1201653758_479403_479414_37480,3 nöqtə 75 azn,3 nöqtə 75 azn
1201653758_479431_479445_39132,8672 tam yüzdə 48 manat,8672 tam yüzdə 48 manat
809763511_479443_479453_39342,4 yevro 21 sent, 4 yevro 21 sent
1347919237_479527_479540_37204,4215 manat 83 qəpik,4215 manat 83 qəpik
2016758610_479576_479583_39208,7 yevro 13 sent,7 yevro 13 sent
1201653758_479689_479697_38937,2874 tam yüzdə 70 manat,2874 tam yüzdə 70 manat
809763511_479698_479706_37810,1 nöqtə 96 manat,1 nöqtə 96 manat
2016758610_479703_479710_36730,52 manat 54 qəpik,52 manat 54 qəpik
1347919237_479726_479733_36650,9 manat 48 qəpik,9 manat 48 qəpik
809763511_479741_479751_36991,401 manat 21 qəpik,401 manat 21 qəpik
809763511_479810_479820_37196,5562 manat 30 qəpik,5562 manat 30 qəpik
2016758610_479815_479822_38860,797 tam yüzdə 18 manat,797 tam yüzdə 18 manat
2016758610_479855_479866_37618,7 nöqtə 83 azn,7 nöqtə 83 azn
2016758610_479891_479905_37194,8869 manat 14 qəpik,8869 manat 14 qəpik
1347919237_479930_479945_38446,87 tam onda 5 manat,87 tam onda 5 manat
2016758610_479979_479990_38250,4 tam onda 9 manat, 4 tam onda 9 manat
1347919237_479983_479999_39199,5 yevro 94 sent,5 yevro 94 sent
809763511_480017_480026_36554,5 manat 63 qəpik, 5 manat 63 qəpik
2016758610_480029_480040_39093,5399 tam yüzdə 52 manat,5399 tam yüzdə 52 manat
1347919237_480042_480050_36661,80 manat 84 qəpik,80 manat 84 qəpik
1347919237_480052_480061_37890,4 nöqtə 20 manat, 4 nöqtə 20 manat
671891258_480057_480064_36387,8 dollar 80 sent,8 dollar 80 sent
809763511_480078_480090_36942,890 manat 76 qəpik,890 manat 76 qəpik
671891258_480085_480099_39147,9898 tam yüzdə 57 manat,9898 tam yüzdə 57 manat
1347919237_480093_480107_37944,9 tam yüzdə 40 azn,9 tam yüzdə 40 azn
671891258_480204_480210_39055,5116 tam yüzdə 97 manat,5116 tam yüzdə 97 manat
809763511_480243_480252_39006,8153 tam yüzdə 77 manat,8153 tam yüzdə 77 manat
2016758610_480268_480272_38257,5 tam yüzdə 48 manat,5 tam yüzdə 48 manat
713611046_480287_480296_36297,7 dollar 5 sent,7 dollar 5 sent
2016758610_480343_480351_38448,45 tam yüzdə 22 manat,45 tam yüzdə 22 manat
809763511_480357_480366_38550,49 tam yüzdə 23 manat,49 tam yüzdə 23 manat
2016758610_480415_480423_36933,788 manat 48 qəpik,788 manat 48 qəpik
809763511_480481_480488_39065,7313 tam yüzdə 33 manat,7313 tam yüzdə 33 manat
713611046_480501_480514_38261,3 tam onda 4 manat, 3 tam onda 4 manat
713611046_480515_480534_38486,86 tam yüzdə 86 manat,86 tam yüzdə 86 manat
809763511_480589_480602_38881,421 tam yüzdə 34 manat,421 tam yüzdə 34 manat
1347919237_480590_480603_38772,206 tam yüzdə 83 manat,206 tam yüzdə 83 manat
671891258_480609_480615_37452,4 nöqtə 89 azn, 4 nöqtə 89 azn
2016758610_480673_480692_39409,10 yevro 82 sent,10 yevro 82 sent
1201653758_480711_480726_36570,5 manat 73 qəpik, 5 manat 73 qəpik
809763511_480777_480791_39085,7160 tam yüzdə 65 manat,7160 tam yüzdə 65 manat
2016758610_480797_480806_37889,8 nöqtə 28 manat,8 nöqtə 28 manat
2016758610_480833_480842_39091,1290 tam yüzdə 62 manat,1290 tam yüzdə 62 manat
671891258_480897_480907_38316,5 tam onda 4 manat, 5 tam onda 4 manat
809763511_480904_480915_38231,5 tam yüzdə 49 manat,5 tam yüzdə 49 manat
671891258_480922_480934_39052,5067 tam yüzdə 55 manat,5067 tam yüzdə 55 manat
671891258_480959_480964_36614,10 manat 44 qəpik,10 manat 44 qəpik
809763511_480974_480985_39339,10 yevro 89 sent,10 yevro 89 sent
671891258_480981_480988_37228,3980 manat 43 qəpik,3980 manat 43 qəpik
