audio,audio_filepath,data_type,transcription
575298922_443158_443161_34182,/train/id/id-aa-train/voices-aa/575298922_443158_443161_34182.ogg,id,аа үйіүзі сәтміш докүз онкі алтмыш докүз
619589413_446840_446850_34482,/train/id/id-aa-train/voices-aa/619589413_446840_446850_34482.ogg,id,AA 7351171
341881303_440158_440163_34785,/train/id/id-aa-train/voices-aa/341881303_440158_440163_34785.ogg,id,AA 3 9 6 1 9 4 8
5028632961_418739_418740_34819,/train/id/id-aa-train/voices-aa/5028632961_418739_418740_34819.ogg,id,аа ермі алты доқсан беш алтыүз алтыүз алтыүз алтыүз жи
619589413_436584_436589_34235,/train/id/id-aa-train/voices-aa/619589413_436584_436589_34235.ogg,id,A-A 778-329-9
5196964268_443444_443445_34318,/train/id/id-aa-train/voices-aa/5196964268_443444_443445_34318.ogg,id,AA 354 65 37
5591209497_452268_452277_35161,/train/id/id-aa-train/voices-aa/5591209497_452268_452277_35161.ogg,id,AA 9 9 4 8 9 9 8
1082554792_447255_447260_34876,/train/id/id-aa-train/voices-aa/1082554792_447255_447260_34876.ogg,id,AA 439 54 61
1268975918_425939_425940_34397,/train/id/id-aa-train/voices-aa/1268975918_425939_425940_34397.ogg,id,AA 571 24 97
1150481435_416713_416714_34594,/train/id/id-aa-train/voices-aa/1150481435_416713_416714_34594.ogg,id,A 244 57 83
5196964268_422859_422860_34260,/train/id/id-aa-train/voices-aa/5196964268_422859_422860_34260.ogg,id,AA 955 41 76
5591209497_452039_452046_34258,/train/id/id-aa-train/voices-aa/5591209497_452039_452046_34258.ogg,id,AA 9771 5779
1051072005_434208_434209_34968,/train/id/id-aa-train/voices-aa/1051072005_434208_434209_34968.ogg,id,АА 365 21 33
1043664892_430451_430452_34743,/train/id/id-aa-train/voices-aa/1043664892_430451_430452_34743.ogg,id,AA 3688 563
860296669_418218_418219_34192,/train/id/id-aa-train/voices-aa/860296669_418218_418219_34192.ogg,id,"A-a, getti altu úr, getti úr, býr úr."
1268975918_426258_426259_34725,/train/id/id-aa-train/voices-aa/1268975918_426258_426259_34725.ogg,id,AA 215 3163
5028632961_420381_420387_34523,/train/id/id-aa-train/voices-aa/5028632961_420381_420387_34523.ogg,id,Ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә
1269496718_432058_432059_34939,/train/id/id-aa-train/voices-aa/1269496718_432058_432059_34939.ogg,id,AA9961648
619589413_436956_436965_34392,/train/id/id-aa-train/voices-aa/619589413_436956_436965_34392.ogg,id,a 547 51 62
860296669_417477_417478_35110,/train/id/id-aa-train/voices-aa/860296669_417477_417478_35110.ogg,id,AA 8193345
329749591_487100_487101_34169,/train/id/id-aa-train/voices-aa/329749591_487100_487101_34169.ogg,id,aaa 87 82 36 2
1297961140_460154_460163_34196,/train/id/id-aa-train/voices-aa/1297961140_460154_460163_34196.ogg,id,AA1138694
1269496718_441661_441665_34526,/train/id/id-aa-train/voices-aa/1269496718_441661_441665_34526.ogg,id,AA 9486418
919361428_429653_429657_34913,/train/id/id-aa-train/voices-aa/919361428_429653_429657_34913.ogg,id,"AA 76, 18, 75, 7."
1878274529_460715_460727_34347,/train/id/id-aa-train/voices-aa/1878274529_460715_460727_34347.ogg,id,177-79
1269496718_436484_436501_34577,/train/id/id-aa-train/voices-aa/1269496718_436484_436501_34577.ogg,id,AA 3455239
763941567_431184_431186_34681,/train/id/id-aa-train/voices-aa/763941567_431184_431186_34681.ogg,id,AA 84755139
1043664892_429147_429148_34240,/train/id/id-aa-train/voices-aa/1043664892_429147_429148_34240.ogg,id,аа күйз атмыш төрт кіркалу тон етті
954206432_420618_420629_34629,/train/id/id-aa-train/voices-aa/954206432_420618_420629_34629.ogg,id,AA 8 4 2 9 2 1 6
619589413_441527_441532_34343,/train/id/id-aa-train/voices-aa/619589413_441527_441532_34343.ogg,id,A2 5 2 1 4 7 5
1150481435_416759_416760_34289,/train/id/id-aa-train/voices-aa/1150481435_416759_416760_34289.ogg,id,AA 82 19 186
5028632961_418947_418948_34990,/train/id/id-aa-train/voices-aa/5028632961_418947_418948_34990.ogg,id,AA 7 8 2 6 7 4 1
1201653758_468795_468806_35019,/train/id/id-aa-train/voices-aa/1201653758_468795_468806_35019.ogg,id,AA 72 19 759
5591209497_457720_457746_35152,/train/id/id-aa-train/voices-aa/5591209497_457720_457746_35152.ogg,id,AA 3 9 9 7 3 4 3
5028632961_419231_419232_34458,/train/id/id-aa-train/voices-aa/5028632961_419231_419232_34458.ogg,id,ааа доқұз доқұз етти алты алты ки дөрт
1082554792_465073_465136_34465,/train/id/id-aa-train/voices-aa/1082554792_465073_465136_34465.ogg,id,AA 32 67 885
1269496718_436824_436834_34380,/train/id/id-aa-train/voices-aa/1269496718_436824_436834_34380.ogg,id,A A 1 3 6 5 7 5 1
1878274529_460990_460995_35049,/train/id/id-aa-train/voices-aa/1878274529_460990_460995_35049.ogg,id,"AA 131, 39 45"
954206432_417531_417532_34592,/train/id/id-aa-train/voices-aa/954206432_417531_417532_34592.ogg,id,"A-A, 1, 3, 6, 8, 3, 8, 2"
763941567_457113_457128_34827,/train/id/id-aa-train/voices-aa/763941567_457113_457128_34827.ogg,id,AA 778 92 99
1013880018_448791_448807_35093,/train/id/id-aa-train/voices-aa/1013880018_448791_448807_35093.ogg,id,a a dört-üç altı-üç dört-üç-üç
5591209497_451855_451864_34771,/train/id/id-aa-train/voices-aa/5591209497_451855_451864_34771.ogg,id,A A 3 3 8 2 9 8 7
1082554792_472964_472974_34215,/train/id/id-aa-train/voices-aa/1082554792_472964_472974_34215.ogg,id,A-A 752-41-14
2016758610_473138_473166_34902,/train/id/id-aa-train/voices-aa/2016758610_473138_473166_34902.ogg,id,aaa 419-47-83
1013880018_466717_466731_34502,/train/id/id-aa-train/voices-aa/1013880018_466717_466731_34502.ogg,id,AA 2997192
912272968_436489_436497_35018,/train/id/id-aa-train/voices-aa/912272968_436489_436497_35018.ogg,id,аа үш үз қырғық киы ермі алты етміш үш
828296631_467114_467131_34981,/train/id/id-aa-train/voices-aa/828296631_467114_467131_34981.ogg,id,AA 17 93 515
671891258_467661_467689_34654,/train/id/id-aa-train/voices-aa/671891258_467661_467689_34654.ogg,id,AA 922 95 53
1009209372_475731_475752_34765,/train/id/id-aa-train/voices-aa/1009209372_475731_475752_34765.ogg,id,"A-a-a, səsin etdirmi, etə 652."
575298922_446503_446508_34699,/train/id/id-aa-train/voices-aa/575298922_446503_446508_34699.ogg,id,AA 73 99 152
809763511_483166_483183_34661,/train/id/id-aa-train/voices-aa/809763511_483166_483183_34661.ogg,id,"AA səkkis, yetdi, beş, yetdi, dörd, altı, səkkis"
809763511_483942_483950_34206,/train/id/id-aa-train/voices-aa/809763511_483942_483950_34206.ogg,id,AA 5 8 7 4 9 9 7
5591209497_452302_452315_34246,/train/id/id-aa-train/voices-aa/5591209497_452302_452315_34246.ogg,id,A A 6 4 5 6 7 3 1
1201653758_481042_481057_34801,/train/id/id-aa-train/voices-aa/1201653758_481042_481057_34801.ogg,id,AA 534 64 94
619589413_451355_451363_35098,/train/id/id-aa-train/voices-aa/619589413_451355_451363_35098.ogg,id,AA 2218128
763941567_455461_455466_35047,/train/id/id-aa-train/voices-aa/763941567_455461_455466_35047.ogg,id,A-A 695-79-25
1082554792_470103_470119_34276,/train/id/id-aa-train/voices-aa/1082554792_470103_470119_34276.ogg,id,Әа ә әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті
619589413_437500_437507_34583,/train/id/id-aa-train/voices-aa/619589413_437500_437507_34583.ogg,id,ааа құқызғын күрікті күрікті күрікті
1043664892_429041_429042_34567,/train/id/id-aa-train/voices-aa/1043664892_429041_429042_34567.ogg,id,ааа тоқсаналты оңбер үтсіз оңбер
1013880018_445980_446021_34886,/train/id/id-aa-train/voices-aa/1013880018_445980_446021_34886.ogg,id,AA doqqus üç səkis bir altı bir üç
1043664892_430268_430269_35113,/train/id/id-aa-train/voices-aa/1043664892_430268_430269_35113.ogg,id,ааа тоқсан беш отыз беш алтың үздең алты
809763511_442525_442526_34538,/train/id/id-aa-train/voices-aa/809763511_442525_442526_34538.ogg,id,A A dörd üç bir bir dörd səkiz beş
5196964268_422893_422894_34573,/train/id/id-aa-train/voices-aa/5196964268_422893_422894_34573.ogg,id,аа 743-94-44
1009209372_485241_485245_34853,/train/id/id-aa-train/voices-aa/1009209372_485241_485245_34853.ogg,id,Өйтің құрысүйлік әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әйтің әй
1269496718_442254_442255_34519,/train/id/id-aa-train/voices-aa/1269496718_442254_442255_34519.ogg,id,AA 337 75 21
341881303_440686_440689_34929,/train/id/id-aa-train/voices-aa/341881303_440686_440689_34929.ogg,id,"A, A, 4, 8, 3, 4, 5, 3, 8."
568204248_437921_437924_35084,/train/id/id-aa-train/voices-aa/568204248_437921_437924_35084.ogg,id,AA 987-82-93
763941567_431357_431358_34891,/train/id/id-aa-train/voices-aa/763941567_431357_431358_34891.ogg,id,AA 689 55 84
5196964268_423194_423195_34364,/train/id/id-aa-train/voices-aa/5196964268_423194_423195_34364.ogg,id,a a үт үт беш құқыз құқыз құқыз құқыз құқыз бір
527731854_458434_458440_35061,/train/id/id-aa-train/voices-aa/527731854_458434_458440_35061.ogg,id,AA 352 66 41
1082554792_484856_484860_34614,/train/id/id-aa-train/voices-aa/1082554792_484856_484860_34614.ogg,id,аа отыз доқыз отыздөрт доқыз үз алтымыш етті
892642911_453530_453537_34394,/train/id/id-aa-train/voices-aa/892642911_453530_453537_34394.ogg,id,AA 8844416
763941567_455725_455731_35079,/train/id/id-aa-train/voices-aa/763941567_455725_455731_35079.ogg,id,"AA 264, 61, 54."
919361428_427883_427884_35012,/train/id/id-aa-train/voices-aa/919361428_427883_427884_35012.ogg,id,AA 359 658 8
1347919237_483290_483301_34866,/train/id/id-aa-train/voices-aa/1347919237_483290_483301_34866.ogg,id,аа оттүсші онбир доқсан дөрт үш
2016758610_480273_480283_34247,/train/id/id-aa-train/voices-aa/2016758610_480273_480283_34247.ogg,id,AA 137 751 6
1051072005_432675_432678_34384,/train/id/id-aa-train/voices-aa/1051072005_432675_432678_34384.ogg,id,AA 164 54 26
341881303_440344_440352_34669,/train/id/id-aa-train/voices-aa/341881303_440344_440352_34669.ogg,id,AA 3 8 7 5 6 8 4
954206432_426099_426100_34222,/train/id/id-aa-train/voices-aa/954206432_426099_426100_34222.ogg,id,"A-a, doquz, beş, beş, altı, altı, yeddi, üç."
1269496718_431898_431899_34426,/train/id/id-aa-train/voices-aa/1269496718_431898_431899_34426.ogg,id,AA 3796869
539261624_463906_463919_35101,/train/id/id-aa-train/voices-aa/539261624_463906_463919_35101.ogg,id,AA 534 828 8
1150481435_413874_413875_34898,/train/id/id-aa-train/voices-aa/1150481435_413874_413875_34898.ogg,id,AA 894 47 71
1269496718_441814_441819_34513,/train/id/id-aa-train/voices-aa/1269496718_441814_441819_34513.ogg,id,AA 9487568
1043664892_429944_429946_35033,/train/id/id-aa-train/voices-aa/1043664892_429944_429946_35033.ogg,id,аа күйсесін 424 етmiş алады
568204248_440648_440653_34221,/train/id/id-aa-train/voices-aa/568204248_440648_440653_34221.ogg,id,AA 685 44 37
1269496718_441473_441478_34325,/train/id/id-aa-train/voices-aa/1269496718_441473_441478_34325.ogg,id,AA8819253
860296669_417878_417879_34265,/train/id/id-aa-train/voices-aa/860296669_417878_417879_34265.ogg,id,"AA dörd, yedi, yedi, səkiz, iki, üç, bir."
919361428_427129_427130_34243,/train/id/id-aa-train/voices-aa/919361428_427129_427130_34243.ogg,id,AA 144 59 48
1043664892_428747_428748_34292,/train/id/id-aa-train/voices-aa/1043664892_428747_428748_34292.ogg,id,AA 872 99 17
1878274529_449804_449815_34551,/train/id/id-aa-train/voices-aa/1878274529_449804_449815_34551.ogg,id,A-4-2-1-2-7-6-2
1009209372_485155_485158_34441,/train/id/id-aa-train/voices-aa/1009209372_485155_485158_34441.ogg,id,"Ааа, є тут залуку сэс, Мишэллече."
1051072005_444075_444076_34496,/train/id/id-aa-train/voices-aa/1051072005_444075_444076_34496.ogg,id,ә ә үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің үйің
1878274529_427997_427998_34304,/train/id/id-aa-train/voices-aa/1878274529_427997_427998_34304.ogg,id,AA 724-758-4
640339050_480434_480451_34298,/train/id/id-aa-train/voices-aa/640339050_480434_480451_34298.ogg,id,"AA iki yeddi, beş iki bir yeddi üç"
1268975918_426057_426058_34792,/train/id/id-aa-train/voices-aa/1268975918_426057_426058_34792.ogg,id,A-A 568-44-88
1051072005_434651_434652_34915,/train/id/id-aa-train/voices-aa/1051072005_434651_434652_34915.ogg,id,ааа 176-79-51
860296669_467812_467823_34888,/train/id/id-aa-train/voices-aa/860296669_467812_467823_34888.ogg,id,"AA 9, 5, 1, 3, 4, 2, 1"
1269496718_441918_441923_34671,/train/id/id-aa-train/voices-aa/1269496718_441918_441923_34671.ogg,id,AA8788599
619589413_438874_438880_34731,/train/id/id-aa-train/voices-aa/619589413_438874_438880_34731.ogg,id,аа үш үз етміш алты ермі дөрт ермі алты
575298922_443648_443649_35057,/train/id/id-aa-train/voices-aa/575298922_443648_443649_35057.ogg,id,AA 415 28 85
314849420_448781_448800_34492,/train/id/id-aa-train/voices-aa/314849420_448781_448800_34492.ogg,id,"A-a dörd, iki, yedi, yedi, dogúð, yedi, beş"
329749591_486200_486201_34533,/train/id/id-aa-train/voices-aa/329749591_486200_486201_34533.ogg,id,A 75 12 127
568204248_437680_437687_34741,/train/id/id-aa-train/voices-aa/568204248_437680_437687_34741.ogg,id,аағаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаңғаң�
809763511_480604_480629_35068,/train/id/id-aa-train/voices-aa/809763511_480604_480629_35068.ogg,id,"AA dörd, yedi, iki, dörd, səkkis, iki, üç"
1051072005_443812_443817_34933,/train/id/id-aa-train/voices-aa/1051072005_443812_443817_34933.ogg,id,AA 656-72-51
1082554792_485787_485792_34345,/train/id/id-aa-train/voices-aa/1082554792_485787_485792_34345.ogg,id,ааа доқүз етміш үйц қырғүц әлі-беш
619589413_440507_440511_34438,/train/id/id-aa-train/voices-aa/619589413_440507_440511_34438.ogg,id,a537 16 35
713611046_480556_480576_34569,/train/id/id-aa-train/voices-aa/713611046_480556_480576_34569.ogg,id,A A 3 6 4 2 5 9 2
1229817727_469756_469780_35115,/train/id/id-aa-train/voices-aa/1229817727_469756_469780_35115.ogg,id,әа әді дұқыз дұқыз бір бір іші дұқыз
763941567_459377_459390_34737,/train/id/id-aa-train/voices-aa/763941567_459377_459390_34737.ogg,id,әа әліпті құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл
1013880018_445735_445908_34321,/train/id/id-aa-train/voices-aa/1013880018_445735_445908_34321.ogg,id,Aar settist úr þokkur ekki ég aldrei bör.
5196964268_424660_424661_35069,/train/id/id-aa-train/voices-aa/5196964268_424660_424661_35069.ogg,id,a a 66 on beş doxsan yedi səkciz
860296669_465247_465268_34473,/train/id/id-aa-train/voices-aa/860296669_465247_465268_34473.ogg,id,A-A 4-8-6-8-8-5-9
1297961140_460270_460275_35034,/train/id/id-aa-train/voices-aa/1297961140_460270_460275_35034.ogg,id,AA2967214
919361428_432353_432356_34388,/train/id/id-aa-train/voices-aa/919361428_432353_432356_34388.ogg,id,"АА қырсотдогүз, ирмі-догүз, ондөрт, дөрт"
341881303_438894_438901_34186,/train/id/id-aa-train/voices-aa/341881303_438894_438901_34186.ogg,id,AA 1479165
5440156582_424956_424957_34917,/train/id/id-aa-train/voices-aa/5440156582_424956_424957_34917.ogg,id,АА 911-99-41
341881303_436638_436644_34510,/train/id/id-aa-train/voices-aa/341881303_436638_436644_34510.ogg,id,a a yedi dörd dörd yedi üç üç altı
1051072005_434645_434646_34490,/train/id/id-aa-train/voices-aa/1051072005_434645_434646_34490.ogg,id,AA 676-5-8
1878274529_460427_460430_35039,/train/id/id-aa-train/voices-aa/1878274529_460427_460430_35039.ogg,id,aa yesmiş altı yesmiş altı dört yüz yirmi dakikası
5591209497_456412_456456_34500,/train/id/id-aa-train/voices-aa/5591209497_456412_456456_34500.ogg,id,"A, A, 5, 7, 8, 9, 6, 3, 7"
671891258_428153_428154_34735,/train/id/id-aa-train/voices-aa/671891258_428153_428154_34735.ogg,id,аа үтсүз ермі беш онүрс алтмыш етті
1297961140_477130_477144_34835,/train/id/id-aa-train/voices-aa/1297961140_477130_477144_34835.ogg,id,AA6699358
809763511_480217_480228_34726,/train/id/id-aa-train/voices-aa/809763511_480217_480228_34726.ogg,id,AA5528285
954206432_424403_424404_34727,/train/id/id-aa-train/voices-aa/954206432_424403_424404_34727.ogg,id,AA 3 9 8 5 4 5 1
860296669_464725_464760_34982,/train/id/id-aa-train/voices-aa/860296669_464725_464760_34982.ogg,id,A-A 1-5-7-7-1-8-4
329749591_487262_487263_34348,/train/id/id-aa-train/voices-aa/329749591_487262_487263_34348.ogg,id,A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A
713611046_453731_453750_34832,/train/id/id-aa-train/voices-aa/713611046_453731_453750_34832.ogg,id,a a 6 7 6 2 4 2 1
619589413_441433_441440_34498,/train/id/id-aa-train/voices-aa/619589413_441433_441440_34498.ogg,id,AA 5284662
912272968_437864_437870_34833,/train/id/id-aa-train/voices-aa/912272968_437864_437870_34833.ogg,id,AA 454 583 6
1082554792_471479_471482_34861,/train/id/id-aa-train/voices-aa/1082554792_471479_471482_34861.ogg,id,AA 759 558 93
1043664892_430694_430695_34732,/train/id/id-aa-train/voices-aa/1043664892_430694_430695_34732.ogg,id,A A 536-6215
5028632961_418985_418986_34411,/train/id/id-aa-train/voices-aa/5028632961_418985_418986_34411.ogg,id,A-A-1-7-7-3-3-2-5
527731854_457558_457567_34972,/train/id/id-aa-train/voices-aa/527731854_457558_457567_34972.ogg,id,"АА572, 495, 3."
1269496718_433753_433760_34256,/train/id/id-aa-train/voices-aa/1269496718_433753_433760_34256.ogg,id,ayet 3139 4
5196964268_423308_423309_34784,/train/id/id-aa-train/voices-aa/5196964268_423308_423309_34784.ogg,id,A A 529-68-83
892642911_454806_454811_34966,/train/id/id-aa-train/voices-aa/892642911_454806_454811_34966.ogg,id,AA-148-1138
910545275_426827_426828_35032,/train/id/id-aa-train/voices-aa/910545275_426827_426828_35032.ogg,id,AA 36 69 4
815993798_457997_458003_34795,/train/id/id-aa-train/voices-aa/815993798_457997_458003_34795.ogg,id,a a beş səltmiş üç yirmi səltmiş iki
809763511_480762_480772_34900,/train/id/id-aa-train/voices-aa/809763511_480762_480772_34900.ogg,id,AA dörd bir yedi dörd yedi səkiz üç
828296631_472218_472235_34302,/train/id/id-aa-train/voices-aa/828296631_472218_472235_34302.ogg,id,аад қырқүйц ондыққұс үйзгірқалты
671891258_466209_466222_34714,/train/id/id-aa-train/voices-aa/671891258_466209_466222_34714.ogg,id,аа 514 64 99
426881765_454496_454503_34405,/train/id/id-aa-train/voices-aa/426881765_454496_454503_34405.ogg,id,AA 244 28 51
314849420_422730_423411_34724,/train/id/id-aa-train/voices-aa/314849420_422730_423411_34724.ogg,id,әа әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті әліпті ә
1269496718_433086_433089_35135,/train/id/id-aa-train/voices-aa/1269496718_433086_433089_35135.ogg,id,АА 1631-96-8
1269496718_437290_437300_34855,/train/id/id-aa-train/voices-aa/1269496718_437290_437300_34855.ogg,id,AA 8183727
910545275_415433_415434_34923,/train/id/id-aa-train/voices-aa/910545275_415433_415434_34923.ogg,id,AA 54 13 57 4
1878274529_449536_449543_34694,/train/id/id-aa-train/voices-aa/1878274529_449536_449543_34694.ogg,id,AA doqqus yetti yetti iki dörd altı dörd
568204248_438226_438232_35051,/train/id/id-aa-train/voices-aa/568204248_438226_438232_35051.ogg,id,AA 486 32 53
5028632961_419187_419188_34692,/train/id/id-aa-train/voices-aa/5028632961_419187_419188_34692.ogg,id,AA 7338-6774
815993798_470181_470193_34547,/train/id/id-aa-train/voices-aa/815993798_470181_470193_34547.ogg,id,AA 548-21-65
575298922_417386_417387_34646,/train/id/id-aa-train/voices-aa/575298922_417386_417387_34646.ogg,id,аа алтыүз ермьіки еттіүз доқсан үш бир
619589413_436308_436309_34619,/train/id/id-aa-train/voices-aa/619589413_436308_436309_34619.ogg,id,аы 724 97 47
892642911_476737_476756_34763,/train/id/id-aa-train/voices-aa/892642911_476737_476756_34763.ogg,id,AA səkküz səysən bir əlli səkküz əlli altı
912272968_435437_435447_35140,/train/id/id-aa-train/voices-aa/912272968_435437_435447_35140.ogg,id,АА 7656753
640339050_476028_476060_34696,/train/id/id-aa-train/voices-aa/640339050_476028_476060_34696.ogg,id,AA 6 7 9 1 3 7 9
5028632961_419780_419781_34225,/train/id/id-aa-train/voices-aa/5028632961_419780_419781_34225.ogg,id,a a ytdi səccis altı üç altı beş iki
527731854_465288_465300_34847,/train/id/id-aa-train/voices-aa/527731854_465288_465300_34847.ogg,id,AA 396-79-48
1043664892_429065_429066_34904,/train/id/id-aa-train/voices-aa/1043664892_429065_429066_34904.ogg,id,AA 54 39 881
568204248_438158_438164_34262,/train/id/id-aa-train/voices-aa/568204248_438158_438164_34262.ogg,id,AA 715 98 69
1201653758_462543_462553_34691,/train/id/id-aa-train/voices-aa/1201653758_462543_462553_34691.ogg,id,"AA dörd yüz on iki, qırxaltı, yetmiş beş."
910545275_414859_414860_35043,/train/id/id-aa-train/voices-aa/910545275_414859_414860_35043.ogg,id,AA 98 89 67 5
2016758610_472690_472707_35014,/train/id/id-aa-train/voices-aa/2016758610_472690_472707_35014.ogg,id,a a dördü səksən doqqus yirmi dörd qırx doqqus
815993798_469033_469037_35050,/train/id/id-aa-train/voices-aa/815993798_469033_469037_35050.ogg,id,aa beş yüz altmış beş yet yüz otuz iki beş
1201653758_478271_478291_34456,/train/id/id-aa-train/voices-aa/1201653758_478271_478291_34456.ogg,id,AA 952 34 23
1009209372_476672_476682_34664,/train/id/id-aa-train/voices-aa/1009209372_476672_476682_34664.ogg,id,АА-8274-346.
619589413_436625_436630_34439,/train/id/id-aa-train/voices-aa/619589413_436625_436630_34439.ogg,id,AA 167 15 həştədi ki
1216501094_413442_413443_34856,/train/id/id-aa-train/voices-aa/1216501094_413442_413443_34856.ogg,id,A-A 852-826-4
329749591_487246_487247_34478,/train/id/id-aa-train/voices-aa/329749591_487246_487247_34478.ogg,id,аға доқсан бір доқсан бешеттің шыға шыға
1150481435_416276_416277_34907,/train/id/id-aa-train/voices-aa/1150481435_416276_416277_34907.ogg,id,AA 218-16-73
1051072005_432900_432904_35141,/train/id/id-aa-train/voices-aa/1051072005_432900_432904_35141.ogg,id,AA 894 89 65
860296669_431135_431136_34212,/train/id/id-aa-train/voices-aa/860296669_431135_431136_34212.ogg,id,AA 4242551
341881303_439880_439886_34166,/train/id/id-aa-train/voices-aa/341881303_439880_439886_34166.ogg,id,a a 3 7 8 7 4 2 9
1269496718_431673_431674_34890,/train/id/id-aa-train/voices-aa/1269496718_431673_431674_34890.ogg,id,"A-A 1, 6, 7, 3, 4, 8, 4."
910545275_414965_414966_34568,/train/id/id-aa-train/voices-aa/910545275_414965_414966_34568.ogg,id,AA 979-24-59
527731854_456267_456278_34750,/train/id/id-aa-train/voices-aa/527731854_456267_456278_34750.ogg,id,A-A 397 22 82
568204248_439136_439137_34515,/train/id/id-aa-train/voices-aa/568204248_439136_439137_34515.ogg,id,AA 268 58 95
763941567_453293_453313_34344,/train/id/id-aa-train/voices-aa/763941567_453293_453313_34344.ogg,id,A-A-Yüz-Yəlimi-Bir-Altmış-Üç-Səysən-Səkiz
527731854_456948_456961_35070,/train/id/id-aa-train/voices-aa/527731854_456948_456961_35070.ogg,id,AA 826 36 41
828296631_444458_444573_35026,/train/id/id-aa-train/voices-aa/828296631_444458_444573_35026.ogg,id,AA 59 52 935
860296669_468501_468516_35104,/train/id/id-aa-train/voices-aa/860296669_468501_468516_35104.ogg,id,"A-A, 1, 6, 5, 8, 7, 8, 5"
763941567_452310_452320_34606,/train/id/id-aa-train/voices-aa/763941567_452310_452320_34606.ogg,id,AA 124 28 78
1297961140_476722_476740_34350,/train/id/id-aa-train/voices-aa/1297961140_476722_476740_34350.ogg,id,AA-368-6564
1051072005_434373_434376_34818,/train/id/id-aa-train/voices-aa/1051072005_434373_434376_34818.ogg,id,AA 732 85 33
671891258_479604_479614_35149,/train/id/id-aa-train/voices-aa/671891258_479604_479614_35149.ogg,id,AA 743 2583
329749591_486562_486563_34522,/train/id/id-aa-train/voices-aa/329749591_486562_486563_34522.ogg,id,A-1977-131
2016758610_474818_474835_34688,/train/id/id-aa-train/voices-aa/2016758610_474818_474835_34688.ogg,id,aa 316-81-109
671891258_473634_473650_34193,/train/id/id-aa-train/voices-aa/671891258_473634_473650_34193.ogg,id,AA 476-71-63
568204248_439374_439378_34368,/train/id/id-aa-train/voices-aa/568204248_439374_439378_34368.ogg,id,ааа 49964-96
568204248_438989_438995_35063,/train/id/id-aa-train/voices-aa/568204248_438989_438995_35063.ogg,id,АА 612-3622
815993798_471842_471857_34530,/train/id/id-aa-train/voices-aa/815993798_471842_471857_34530.ogg,id,AA 642613
1082554792_485872_485875_34621,/train/id/id-aa-train/voices-aa/1082554792_485872_485875_34621.ogg,id,aa1998576
1043664892_430064_430067_34612,/train/id/id-aa-train/voices-aa/1043664892_430064_430067_34612.ogg,id,AA 19 39 327-di
619589413_451506_451517_34163,/train/id/id-aa-train/voices-aa/619589413_451506_451517_34163.ogg,id,AA 295 1181
575298922_417320_417321_34374,/train/id/id-aa-train/voices-aa/575298922_417320_417321_34374.ogg,id,АА 92455614
5591209497_451422_451437_35036,/train/id/id-aa-train/voices-aa/5591209497_451422_451437_35036.ogg,id,AA-3-9-4-4-3-5-1
828296631_455396_455400_34409,/train/id/id-aa-train/voices-aa/828296631_455396_455400_34409.ogg,id,аа шындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағындағ
575298922_446087_446092_34230,/train/id/id-aa-train/voices-aa/575298922_446087_446092_34230.ogg,id,ааа он берігі етміш алты алтыңыз онбеш
619589413_439198_439199_34494,/train/id/id-aa-train/voices-aa/619589413_439198_439199_34494.ogg,id,AA 1977 48 18
